title,price,unit_price,community_name,region,type,construction_area,orientation,decoration,floor,elevator,purposes,release_date,house_structure,image_urls,from_url
城南世家 2室2厅 交通便利 小区环境干净舒适,66.8,7590.9,城南世家,"['简阳', '城南片区']",2室2厅1卫,88㎡,东南,简装,高楼层 (共7层),无,普通住宅,2019-01-21,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/ff54d6032ad804d5f9d8af7560e7b3da/screenshot/1552884922_8/pc0_LG2ZMQ1Eg.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-bed33cf5-76ab-441c-b0b2-331c985a6ec1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-6ee19093-361c-41b8-ac47-1a55a53f483a.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-9ecdbb91-0e02-444d-8263-5baa848a1523.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-6e8e3efe-9527-48a3-b69a-b5330ae39c7d.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022317710100122159.html
东江锦绣两室两厅，低楼层适合老人小孩居住，可看江！,72.6,9319.6,东江锦绣,"['简阳', '东溪片区']",2室2厅1卫,77.9㎡,东北,毛坯,低楼层 (共25层),有,普通住宅,2019-01-21,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/ef722fd0f2c7903fb0eda6f94151585f/screenshot/1548473051_5/pc0_icwiHfeYw.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-6674cdf7-07f6-493c-ad21-646e48070143.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-930dbec1-2622-453c-8165-1200c314d0e8.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-71c1afd3-c361-4a1f-9d7a-5402e8e50498.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-5b897f66-b305-4016-91b9-cef69bbb32ba.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022317710100132763.html
喜欢平台的搞快，东江锦绣带平台三室两厅出售,180,18556.7,东江锦绣,"['简阳', '东溪片区']",3室2厅1卫,97㎡,南 西,精装,低楼层 (共28层),有,普通住宅,2019-01-21,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/eac0e022b073c36adae00a596b4f49a8/screenshot/1550826615_2/pc0_vwGuGQR2z.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-3143479b-f69a-411c-9804-217bb7fc9e7b.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-c39aaac0-ecde-4868-b0f3-5917bec52159.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-08eb6c00-4e3d-420e-b6fc-3502b217c13f.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-64affd3a-1590-4cd7-a1d7-c40ab0b51617.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-e88910fc-00ee-49ab-9aea-e8712c876f7e.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-63e9fbfc-e9d1-4812-9f61-79b63a4c2a1a.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022317710100145759.html
套二*套三 不影响采光 花套二的钱 住更多的家人,63.8,7128.5,食品工业小区,"['简阳', '城东片区']",2室2厅1卫,89.5㎡,南 北,简装,高楼层 (共8层),无,普通住宅,2019-01-21,砖混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/ff445643538414d14555fd1559127f6c/screenshot/1551171223_6/pc0_fMXSJoENV.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-9ffccb17-dd9e-4703-b0c3-ec1e14fa1920.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-5e13a657-bc06-4ecc-b32c-2edb4bd39fd8.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-e731a6bd-d5da-44cb-bf02-9d20229d4d2e.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-10c35262-cda8-4ee6-9618-5fbe322b784d.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-89ef4236-8fad-45d4-87d5-93c5a8d33987.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-13ebcc71-b8f2-4a7f-9f61-2b910e54a890.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022417710100107663.html
香格里拉，清水套三，房东诚心出售，随时看房,103.8,9522.9,佰盛香格里拉,"['简阳', '河东新区']",3室2厅2卫,109㎡,南,其他,低楼层 (共16层),有,普通住宅,2019-02-20,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/9a3706a5b1fc00e4040c72d0352817a9/screenshot/1550651970_0/pc0_LBhi4uuLc.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-93e7282e-d48f-4e37-a83e-7a2afc753ac5.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-47022fc2-873c-4e48-b315-a3b4ac648bba.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-f893241e-072c-4365-a140-9af5b9397d67.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-95057b2d-350c-4e0c-a67d-1e33bf514cbe.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-82fe45c2-5a10-4719-bfad-601e2fcd900d.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022417710100142759.html
凌江帝景 交通便利 干净舒适 适合居住 临江套一,52,10400,凌江帝景,"['简阳', '城东片区']",1室1厅1卫,50㎡,西南,精装,中楼层 (共32层),有,普通住宅,2019-01-21,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/902aa61fbe45c6b799d87d2245ceba60/screenshot/1553073366_1/pc0_icNZ9YYtD.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-46a6dddb-3342-4354-9a9c-8697aded2ac1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-8bb932f3-89f0-423c-a163-13f6fb1fa3c2.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022517710100103559.html
老城区成熟地段 烟草公司单位房 方便停车 配套完善,56.8,9161.3,烟草公司宿舍,"['简阳', '城东片区']",2室2厅1卫,62㎡,南 北,精装,高楼层 (共6层),无,普通住宅,2019-01-21,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/c5cc58edf778a48589bc80b297f7af22/screenshot/1550385638_9/pc0_bkeq8ii9S.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-5f0f8844-b177-46a6-9ac8-74fe9b27859c.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-8ca28f60-da99-487d-bab1-a228e6503bbd.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-604a1bd8-8695-48c8-b947-a42cf80f9eb4.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022517710100103883.html
海上花园，宽敞套二  小区绿化高，配套设施齐全！,80.8,8848,海上花园一二期,"['简阳', '城北片区']",2室2厅1卫,91.32㎡,东南,精装,低楼层 (共28层),有,普通住宅,2019-01-21,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/ada3655dae344d7cb8df7d06781e6ae7/screenshot/1553237884_1/pc0_jv47nrzcJ.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-b4955463-60b8-4442-8874-b8d3fef28d54.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-616034a1-5426-4d57-9b3b-26281dd1d276.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-2a857e03-2641-4819-ac98-7f84bdfc1296.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-fd3d9343-8709-4b19-8bbd-617d6546b4ec.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022517710100119783.html
御景湾 小区 2室2厅 交通便利 小区环境干净舒适,103.8,12357.1,御景湾,"['简阳', '河东新区']",2室2厅1卫,84㎡,东南,精装,中楼层 (共6层),有,普通住宅,2019-01-21,混合结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/2fbc0268934863d6a92e880ed97c9ddf/screenshot/1548397020_1/pc0_8EnfukcPZ.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-efcb6b75-820f-42be-afac-21690449b7f5.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-0b78b2cd-80b3-46cf-a616-81687bae6798.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-0f154737-5c9f-4d51-81d0-e79b89291b44.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-ac98a408-4bd4-41d7-8ed1-a6406069e1a2.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022717710100148662.html
巴黎阳光清水套二，临小区中庭清静适宜居住！,76.8,8930.2,巴黎阳光,"['简阳', '东溪片区']",2室3厅1卫,86㎡,东南,毛坯,低楼层 (共18层),有,普通住宅,2019-01-21,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/63f091658d155194966bce58ff606f53/screenshot/1548824070_0/pc0_wTYsPSj1U.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-9b45c4f2-77d9-4330-96fc-d7924720d060.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-c7228bd2-20b9-4238-8565-b855f438672c.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-405ac943-db9f-4f12-96ae-8b2950e33e93.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-4f222ea2-83af-45b7-a1c2-bb874cc6188d.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19022717710100158362.html
