title,price,unit_price,community_name,region,type,construction_area,orientation,decoration,floor,elevator,purposes,release_date,house_structure,image_urls,from_url
恒大精装套三朝南全新空房采光十足,90,7142.9,恒大御景半岛,"['金堂', '金堂']",3室2厅2卫,126㎡,南,精装,高楼层 (共18层),有,普通住宅,2019/11/20,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/54e004736089c4e91aeab31576451414/screenshot/1575009305_0/pc0_esHQS23Nt.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_lnQAKdli8_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_ec46dfe0-7950-4349-a82e-d068f5f18fb9.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_vKszuFyHz_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_RBhIHiaDA_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_49whcwA6o_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100199967.html
金都华府小区，两室一厅，小区环境干净整洁。,48,6075.9,金都华府,"['金堂', '金堂']",2室2厅1卫,79㎡,东南,其他,高楼层 (共33层),有,普通住宅,2019/11/20,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/37582a55d828bf3449d769afeebc6b92/screenshot/1575000689_6/pc0_Xi99RvKuU.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_zRgKcemQe_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_cdc94ccb-f65d-4857-aecb-5ce853bff86d.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_IRnDUk8kv_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_AbJn1Qn6W_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100200728.html
金山森林公园荷花池边金山郡小高层洋房,180,10732.2,金山郡,"['金堂', '金堂']",4室2厅2卫,167.72㎡,南,其他,高楼层 (共6层),无,普通住宅,2019/11/20,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/f75019a5732ca2f1824d45a0650655be/screenshot/1577421867_0/pc0_Iawnb3VgT.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_pxmD8oRGF_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_076fba25-5efe-4815-a79a-77a85a195e08.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_mUnxB6IP8_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_3WCGyvsPX_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100201468.html
万达旁 绿洲国际清水套三出售  配套成熟 交通便利,50.5,5179,绿洲国际,"['金堂', '金堂']",3室2厅1卫,97.51㎡,东南,毛坯,低楼层 (共11层),无,普通住宅,2019/11/20,未知结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/051549d2297b8a0e05edac180a1b28a9/screenshot/1575085823_0/pc0_dVxNIJf66.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_29eUrqpa9_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_e90437a2-8345-4086-9166-352c78fc554a.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_ki808ZPg7_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_bFXDZGYYn_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_b2ou3WkaO_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100202336.html
金堂电梯六加一洋楼三楼临公园精装带品牌家具家电,135,10546.9,金山郡,"['金堂', '金堂']",4室2厅2卫,128㎡,西南,其他,中楼层 (共6层),无,普通住宅,2019/11/20,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/c147ef3450737db094fed5fa9f42ed77/screenshot/1574905460_2/pc0_DCNNAMk4x.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/9b2547aa-68c8-4b44-a92b-28b1b1484c02_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_028c057d-06de-4308-96e2-67cd8ac1509b.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/da34352c-3f17-4a60-9bd9-7cfb7e549446_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/77c14ff5-abb2-4e58-85ce-5197b2e04336_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/c978f4da-98a6-4f9e-874d-757985eb1dda_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/d3cf173b-48e3-46c6-ad69-bcf694277fff_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100202950.html
伊顿小镇 2室两厅交通便利小区环境干紧舒适适合居住,60,6136.9,城投.伊顿小镇,"['金堂', '金堂']",2室2厅1卫,97.77㎡,东,其他,高楼层 (共6层),无,普通住宅,2019/11/20,未知结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/bff8947c0cc4591e5e6b67b8af5411fb/screenshot/1575016199_0/pc0_srkSnqlYp.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_ZaSApffnv_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_d98ccca4-cbc3-4bbf-83e5-72d85fc790ce.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_XacfAJSk1_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_5idQMj9LX_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100205268.html
房东很诚心卖，客厅是对中庭的，,50,7335.7,和裕欧景,"['金堂', '金堂']",2室2厅1卫,68.16㎡,南,精装,低楼层 (共26层),无,普通住宅,2019/11/20,未知结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/e881eceba6fa442622d65ae6a4090b00/screenshot/1575014443_9/pc0_tPF6vb7gT.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_bLwFYJwWR_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_9768f003-227e-4282-a100-150088620b3d.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_HTLr81V6N_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_OGptPr8BS_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100205346.html
金阳美景 电梯洋房 精装修套三双卫 满2年 接受按揭,78.8,6984.6,金阳美景,"['金堂', '金堂']",3室2厅2卫,112.82㎡,南,精装,低楼层 (共7层),无,普通住宅,2019/11/20,未知结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/8ff8cf53f8ce85b8f11103cb17e9280b/screenshot/1576998043_3/pc0_zM6MxYtwy.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/pc0_a6bSwpJBL_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_d8e2abff-d9fe-49ed-b0f8-0f8b898bbfb6.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_yKSsAmRNi_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_f0uEhw4BG_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_fZVNWYgX3_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100206459.html
万达商圈 户型方正 业主诚心出售 户型方正 交通便利,37,5606.1,川西家园B区,"['金堂', '金堂']",2室2厅1卫,66㎡,东南 西南,简装,低楼层 (共6层),无,普通住宅,2019/11/20,未知结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/d4356e81dc305ee9675f1bc6076c33ca/screenshot/1576979470_12/pc0_CGE8pc8be.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_8frtzZD3e_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_da8178ef-dce0-448f-8626-585a29b57457.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_r0cMlKoAz_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/6450f6da-28da-4f3d-8beb-94cecad6346e_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_aco2udjJf_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100206574.html
金堂车站旁边观岭别墅区域金泉秀岭标准套二通透户型,45,5590.1,金泉秀岭A区,"['金堂', '金堂']",2室2厅1卫,80.5㎡,南,毛坯,高楼层 (共10层),无,普通住宅,2019/11/20,未知结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/c7254c4ae0d8fb35cff0f49221bbd9eb/screenshot/1575012804_11/pc0_ou5RXfNkf.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/pc0_ga7HO8Ll6_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_6d190bac-703e-4b98-8642-7a143dd979e8.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_G9PvOVwax_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_xOy9FTWpz_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/19112017710100208939.html
