title,price,unit_price,community_name,region,type,construction_area,orientation,decoration,floor,elevator,purposes,release_date,house_structure,image_urls,from_url
70年产权住宅，水电气三通，独立卫生间，独立厨房,37,9388.5,成都合院一期,"['高新西', '高新西']",1室1厅1卫,39.41㎡,东南,,中楼层 (共18层),有,普通住宅,2020/1/6,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20010617710100144179.html
房东诚心卖， 户型方正 采光好,94,12551.7,时代睿城,"['高新西', '高新西']",3室1厅1卫,74.89㎡,东南,,低楼层 (共28层),有,普通住宅,2020/1/6,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/bd1f9568d234464689dde322c3c560af/screenshot/1578881257_9/pc0_RREVGeuXl.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_KM2eRM7zH_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_e74e0a15-6308-419c-860a-270a1d7e0821.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_m8AljFg94_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_yiCNWwmyx_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_hAjWvl57b_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20010617710100162565.html
成都合院公园里清水房，临河，大阳台，视野开阔。,125,14177.2,成都合院公园里,"['高新西', '高新西']",3室1厅1卫,88.17㎡,东南,,中楼层 (共18层),有,普通住宅,2020/1/7,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20010717710100132026.html
此房户型方正格局好，视野开阔。,130,14958,万景峰一期,"['高新西', '高新西']",4室1厅1卫,86.91㎡,东南,,低楼层 (共33层),有,普通住宅,2020/1/7,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/0e120966-1ea3-49a9-b184-5a4ed499871e.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20010717710100157249.html
时代睿城 3室1厅 东南,90,12328.8,时代睿城,"['高新西', '高新西']",3室1厅1卫,73㎡,东南,,低楼层 (共28层),有,普通住宅,2020/1/7,钢混结构,"['https://ke-image.ljcdn.com/510100-frame/7de13691-a512-4da1-9168-c336e3afb9d2.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20010717710100183030.html
上锦颐园 高楼层 视野开阔 有装修 满2年,85,9550.6,上锦颐园,"['高新西', '高新西']",2室1厅1卫,89㎡,东南,,高楼层 (共25层),有,普通住宅,2020/1/8,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/6fc286aa-bc38-4143-84c7-c726b58f4bdb.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20010817710100156810.html
万景峰二期 2室2厅 东南,40,10362.7,万景峰二期,"['高新西', '高新西']",2室2厅2卫,38.6㎡,东南,,高楼层 (共17层),有,商业办公类,2020/1/8,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/dafb36cf-fee2-45e8-b866-0f143b7f775c.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20010817710100172335.html
龙湖时代天街+配套齐全+商圈成熟,70,8860.8,龙湖时代天街,"['高新西', '高新西']",2室1厅1卫,79㎡,东南,,高楼层 (共18层),有,商业办公类,2020/1/8,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/prod-fc082039-0f8b-4a72-9ef1-95c0ad9432c2.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20010817710100190293.html
高新西+带家具家电+配套齐全+套四单卫,95,10439.6,上锦颐园,"['高新西', '高新西']",4室1厅1卫,91㎡,东南,,中楼层 (共24层),有,普通住宅,2020/1/8,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/36e53c5c-e820-40c7-afda-0365dd863601.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20010817710100191817.html
实得面积大约400平，后花园约60-70平方。,330,12595.4,成都合院一期,"['高新西', '高新西']",4室2厅4卫,262㎡,东南,,低楼层 (共3层),无,别墅,2020/1/10,钢混结构,"['https://ke-image.ljcdn.com/510100-inspection/669c3164-acf9-406f-bb5e-404f8a10b622.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/eceba4a4-544f-4f2c-b905-0468dd4c20cd.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/4d9f5a59-34b6-4c15-8c66-c807dc3418c2.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/d34d22c7-d0d1-4275-ae35-f03acea900cf.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/0d715ded-2f06-4b86-a5db-243d855ffca5.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/37207094-3fd4-4ec1-b2f9-f40f75e5e703.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/7232b37c-4ccc-4ad6-93fa-1fe843fcd08f.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/6f2eb1b2-462f-4cbe-aafc-c70c5ba03c54.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/62456b58-3ec8-4b52-8ee2-12066aa5580c.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/00b1c517-52e6-481c-b41f-87f264ea6136.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/b76388b3-d3c4-4d59-a599-9464d4b1e5ab.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/e254c877-7248-4d36-a73b-47c6c90cb457.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/050eac8c-7e24-4739-aaaa-e33e808eaedc.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/3a5d752d-e61a-4b96-8ac1-fcdccc1f2c5e.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/812a04dc-1110-41f2-86c9-324f80891ebd.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/71e034c7-3c5c-4cee-bf5d-1b16d55b395f.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/27ce47c0-ebd1-43f6-bdce-215cc051bd8d.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/e33bbf4e-4cf7-414e-8485-eab87696d800.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/a5905b90-0c00-42ab-b061-82c7c704ef83.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/a9a29607-5104-48a5-a16b-c5771b68fd59.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/2dd52abb-86dd-4654-8093-7b1b526301f0.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/85a4ef8c-ff69-4f7c-ac72-c4708aad5690.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/88f6018f-e761-424f-8acc-28f3c7766165.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011017710100105652.html
