title,price,unit_price,community_name,region,type,construction_area,orientation,decoration,floor,elevator,purposes,release_date,house_structure,image_urls,from_url
万景峰二期，采光通风好，业主诚心。,45,11649,万景峰二期,"['高新西', '高新西']",2室0厅2卫,38.63㎡,东南,,中楼层 (共17层),有,商业办公类,2020/1/10,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20011017710100118160.html
万景峰二期+上下两层+带装修+带家具家电,51,11808.3,万景峰二期,"['高新西', '高新西']",2室0厅1卫,43.19㎡,东南,,中楼层 (共17层),有,商业办公类,2020/1/10,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/8004f95f-77ba-4c62-8a24-98f02b7b6a3a.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011017710100143961.html
橙郡三期 2室1厅 东南,140,16599.5,橙郡三期,"['高新西', '中海国际']",2室1厅1卫,84.34㎡,东南,,低楼层 (共17层),有,普通住宅,2020/1/10,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/4a2c525c-6614-4300-8f08-6a5c6839ed95.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011017710100167062.html
顺江小区，顺源环街123号，水电气全通，采光好，满2年,33,7333.3,顺源环街123号小区,"['高新西', '高新西']",1室1厅1卫,45㎡,东南,,中楼层 (共6层),无,普通住宅,2020/1/11,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/85e077d338691d44c662b2ad88a8cac7/screenshot/1578729083_8/pc0_SKtRU0RV6.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/pc0_TZueMbQtk_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_b7e08c30-33fe-420f-952f-efadc8e1bd19.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_Jm9pmsFi9_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_JlaoPybUu_2.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_8Z6m18Y4n_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011117710100149335.html
成都合院一期  套一 房东诚心出售,40,10002.5,成都合院一期,"['高新西', '高新西']",1室0厅1卫,39.99㎡,东南,,高楼层 (共18层),有,普通住宅,2020/1/11,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/22555f41-80c0-4c53-bbeb-ab4b18ed0e8e.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011117710100156819.html
万景峰精装套三带方阳台加一大平台正朝南保存好,150,19498.2,万景峰二期,"['高新西', '高新西']",3室1厅1卫,76.93㎡,东南,,低楼层 (共33层),有,普通住宅,2020/1/11,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/db150f645c4aae2414a16f73d3db91ad/screenshot/1578736310_8/pc0_gu9A1DIfp.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/pc0_pHHezvVmG_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_9635980d-d371-470b-b9c1-a6f84022b791.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_WExjLxXcT_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_rKEyhNiNp_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_kxx2XR0QE_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011117710100163249.html
龙湖时代天街 2室1厅 东南,118,15945.9,龙湖时代天街,"['高新西', '高新西']",2室1厅1卫,74㎡,东南,,高楼层 (共29层),有,普通住宅,2020/1/12,钢混结构,"['https://ke-image.ljcdn.com/510100-frame/1afc2b01-1a1f-4bea-a700-39a8c1999209.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011217710100114763.html
橙郡一期 4室1厅 东南,205,15741.4,橙郡一期,"['高新西', '中海国际']",4室1厅2卫,130.23㎡,东南,,高楼层 (共17层),有,普通住宅,2020/1/12,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/8dc9168f-d807-41ed-80ba-f6d1f4188d48.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011217710100116468.html
橙郡二期 2室1厅 东南,130,15153.3,橙郡二期,"['高新西', '中海国际']",2室1厅1卫,85.79㎡,东南,,低楼层 (共17层),有,普通住宅,2020/1/12,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/9fdb1724388c062f287955f009f92bdb/screenshot/1568788872_2/pc0_CcCAqqfnH.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/apc_mKNh22XVt_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_d51170a7-383b-4445-a0c2-d70fbef649e7.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_NXl97wDOo_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_lXKUJCSl4_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011217710100123085.html
上锦颐园  F1户型  优质好房,108,12054.9,上锦颐园,"['高新西', '高新西']",4室2厅1卫,89.59㎡,东南,,高楼层 (共27层),有,普通住宅,2020/1/12,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/feaeb574-6092-4904-800c-573b54a38bf0.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011217710100126535.html
上锦颐园G3户型   一楼带花园,110,12263.1,上锦颐园,"['高新西', '高新西']",3室2厅1卫,89.7㎡,东南,,低楼层 (共24层),有,普通住宅,2020/1/12,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/dc8192d0-0412-48b4-9fb6-246e573581f1.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011217710100146063.html
保利香槟国际 2室2厅 东南,65,14182.8,保利香槟国际,"['高新西', '中海国际']",2室2厅2卫,45.83㎡,东南,,中楼层 (共6层),有,商业办公类,2020/1/12,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/b50418c5-09ec-43a1-babf-bffa0cabf508.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011217710100165547.html
保利香槟国际 2室1厅 东南,68,15111.1,保利香槟国际,"['高新西', '中海国际']",2室1厅2卫,45㎡,东南,,中楼层 (共9层),有,商业办公类,2020/1/13,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20011317710100111980.html
小区风格独特，交通便利，配套齐全。,120,15000,成都合院公园里,"['高新西', '高新西']",3室2厅1卫,80㎡,东南,,低楼层 (共18层),有,普通住宅,2020/1/13,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/34e617f2-cbda-44f0-9935-68e5616045eb.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011317710100114012.html
高新西，电梯小高层，户型方正，小区环境好,180,13902.8,芙华金色海伦,"['高新西', '高新西']",3室2厅2卫,129.47㎡,东南,,低楼层 (共10层),有,普通住宅,2020/1/14,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/71f1fc088222f594da27ee2640928c3d/screenshot/1579332356_0/pc0_Oh6n9vPnZ.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/c7385899-1ca4-48e2-943f-112e1b287e95_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_1b168c57-0ef1-4ccb-9702-2589154c2e4a.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/59b4dc2f-a518-459b-a73c-ca9680641570_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/816b2733-836a-450e-bb60-60a1047c52c8_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/e0945109-ea52-4f82-ba89-e517023ff8d8_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/8c02e22b-ab85-4e1f-b81a-fbcb94c0f070_1000.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011417710100110492.html
上锦颐园洋房！中间楼层，装修保存好！,150,11230.9,上锦颐园,"['高新西', '高新西']",3室2厅2卫,133.56㎡,东南,,中楼层 (共5层),无,普通住宅,2020/1/15,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/62a80cdcdb4f0bedfed8a382a6a446fa/screenshot/1579320112_8/pc0_EQ2XGXGbu.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/pc0_i11VDtIa9_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/standard_ac477122-7013-4490-8985-c6061919881f.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_qdUvm1C3Y_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/pc0_4oDb6vm7U_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_02CZbRcm5_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/apc_SlM8Rnmld_1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011517710100115322.html
居家舒适，住行便利，环境优美。,30,8273.6,龙城高新天地,"['高新西', '高新西']",1室0厅1卫,36.26㎡,东南,,高楼层 (共19层),有,商业办公类,2020/1/18,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/8416881a-ef11-4ad3-96b8-8610673fda35.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011817710100102749.html
70年产权住宅，水电气三通，独立卫生间，独立厨房,38.5,9769.1,成都合院一期,"['高新西', '高新西']",1室0厅1卫,39.41㎡,东南,,高楼层 (共18层),有,普通住宅,2020/1/19,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/00fbcba8-8362-4731-9526-3d590b555a78.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20011917710100125134.html
缤纷年华+套三单位+户型方正+采光好,86,12463.8,缤纷年华,"['高新西', '高新西']",3室2厅1卫,69㎡,东南,,高楼层 (共32层),有,普通住宅,2020/1/20,钢混结构,"['https://ke-image.ljcdn.com/510100-frame/122c1ae0-44bc-4fb8-afe4-db878b51321c.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20012017710100108122.html
此房满2年，无增值税，客厅和次卧带阳台，采光充足。,106,13947.4,万景峰二期,"['高新西', '高新西']",3室1厅1卫,76㎡,东南,,中楼层 (共33层),有,普通住宅,2020/1/31,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/169d7e05-3a22-4ffb-9a1e-b1eb2a4cb8d2.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20013117710100100169.html
万景峰一期 3室2厅 东南,140,17964.8,万景峰一期,"['高新西', '高新西']",3室2厅1卫,77.93㎡,东南,,高楼层 (共33层),有,普通住宅,2020/2/3,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/50461a18-34ff-48ea-b0de-3f64c65d8a38.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20020317710100107263.html
成都合院公园里 2室2厅 东南,72,11428.6,成都合院公园里,"['高新西', '高新西']",2室2厅1卫,63㎡,东南,,中楼层 (共18层),有,普通住宅,2020/2/4,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20020417710100110951.html
上锦颐园 3室2厅 东南,85,9520.6,上锦颐园,"['高新西', '高新西']",3室2厅1卫,89.28㎡,东南,,高楼层 (共24层),有,普通住宅,2020/2/4,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/a008f8da-fee6-4eb2-8722-11ba04c5edc7.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20020417710100116320.html
橙郡二期 2室2厅 东南,124,14939.8,橙郡二期,"['高新西', '中海国际']",2室2厅1卫,83㎡,东南,,高楼层 (共17层),有,普通住宅,2020/2/6,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20020617710100107240.html
此房满二，无增值税，产权清晰，简单装修,80,12804.1,成都合院公园里,"['高新西', '高新西']",2室1厅1卫,62.48㎡,东南,,中楼层 (共18层),有,普通住宅,2020/2/6,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/2ddf53a3-2b50-4cad-b7bb-a6f4ca91651c.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20020617710100120346.html
顺江小区二期 1室1厅 东南,36,8697.8,顺江小区二期,"['高新西', '高新西']",1室1厅1卫,41.39㎡,东南,,高楼层 (共6层),无,普通住宅,2020/2/7,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20020717710100114971.html
新希望皇冠国际 3室2厅 东南,260,20649.7,新希望皇冠国际,"['高新西', '中海国际']",3室2厅2卫,125.91㎡,东南,,高楼层 (共10层),有,普通住宅,2020/2/8,钢混结构,"['https://ke-image.ljcdn.com/510100-frame/67644c48-ff31-4e59-bdbc-871da7442400.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20020817710100106664.html
成都合院公园里 2室2厅 东南,150,17241.4,成都合院公园里,"['高新西', '高新西']",2室2厅1卫,87㎡,东南,,高楼层 (共18层),有,普通住宅,2020/2/8,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20020817710100111788.html
万景峰一期 3室1厅 东南,130,15281.5,万景峰一期,"['高新西', '高新西']",3室1厅2卫,85.07㎡,东南,,高楼层 (共33层),有,普通住宅,2020/2/10,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/prod-1587c7c1-5bb3-4901-8f92-f90048add91c.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021017710100109398.html
时代睿城 4室2厅 东南,130,13065.3,时代睿城,"['高新西', '高新西']",4室2厅2卫,99.5㎡,东南,,高楼层 (共28层),有,普通住宅,2020/2/10,钢混结构,"['https://ke-image.ljcdn.com/510100-frame/beee05a5-5f51-423c-b315-29d543116b8b4.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021017710100110483.html
龙湖时代天街 1室1厅 东南,75,10135.1,龙湖时代天街,"['高新西', '高新西']",1室1厅1卫,74㎡,东南,,高楼层 (共18层),有,商业办公类,2020/2/11,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20021117710100102522.html
上锦颐园 1室1厅 东南,68,10536.1,上锦颐园,"['高新西', '高新西']",1室1厅1卫,64.54㎡,东南,,高楼层 (共25层),有,普通住宅,2020/2/11,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/44cc87d1-ad9c-4bb5-b0bd-1a526df69b9d.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021117710100110528.html
上锦颐园+套二+中间楼层+满两年,80,8988.8,上锦颐园,"['高新西', '高新西']",2室1厅1卫,89㎡,东南,,中楼层 (共25层),有,普通住宅,2020/2/11,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/a68f98d9-cbd9-4ff6-bd10-9c649de72cbc.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021117710100119146.html
恒大帝景 3室1厅 东南,105,11797.8,恒大帝景,"['高新西', '高新西']",3室1厅2卫,89㎡,东南,,低楼层 (共29层),有,普通住宅,2020/2/12,钢混结构,['https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_detail.png?_v=202002251505581'],https://cd.ke.com/ershoufang/20021217710100115816.html
龙湖时代天街 1室0厅 东南,33,6875,龙湖时代天街,"['高新西', '高新西']",1室0厅1卫,48㎡,东南,,中楼层 (共30层),有,商业办公类,2020/2/12,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/358530bf-8000-4938-b08d-23714400a4d1.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021217710100121135.html
对中庭灰常安静。铂金楼层视野好。房东灰常诚心卖，,148,17779.9,保利香槟国际,"['高新西', '中海国际']",2室2厅1卫,83.24㎡,东南,,中楼层 (共16层),有,普通住宅,2020/2/13,钢混结构,"['https://ke-image.ljcdn.com/510100-frame/b28643b8-bf83-4cf5-8be9-833f8b1b67d6.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021317710100101239.html
龙湖时代天街 1室1厅 东南,33,6790.1,龙湖时代天街,"['高新西', '高新西']",1室1厅1卫,48.6㎡,东南,,中楼层 (共30层),有,商业办公类,2020/2/14,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/a6e873ed-1dc5-463d-904b-987ae24424f6.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021417710100121488.html
上锦颐园 3室2厅 东南,90,10112.4,上锦颐园,"['高新西', '高新西']",3室2厅1卫,89㎡,东南,,中楼层 (共27层),有,普通住宅,2020/2/14,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/a6466b68-92c7-4023-8d5c-491f4ef86877.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021417710100125657.html
万景峰一期 3室1厅 东南,115,13442.4,万景峰一期,"['高新西', '高新西']",3室1厅2卫,85.55㎡,东南,,中楼层 (共33层),有,普通住宅,2020/2/18,钢混结构,"['https://ke-image.ljcdn.com/hdic-frame/d017f641-2b33-4a2e-ba21-40240ac401aa.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/20021817710100116517.html
